x
-1 1
1 41.24351687868336 760.9128229570244
2 29.84143712580561 573.1942425959119
3 -179.7277461012503 179.9903179470024
4 -7.999983195146165 7.999999060013407
5 -7.998909916797049 7.998370449330738
6 -5.000000000000028 5.000000000000028
7 25.79254512090287 774.2255267243039
8 25.82665897504774 574.9312745624957
9 -179.8017977571342 179.9097075741955
10 -7.999726663257525 7.999998827031169
11 -7.999900850696407 7.999987366941764
12 -5.000000000000028 5
13 -724.8654565580629 748.8395652674064
14 -632.2693514845926 709.2374214225653
15 -180 180
16 -15.53408148742121 15.32198701623123
17 -15.0296916345364 15.35756021197369
18 -9.750000953674316 9.958984374999986
19 2.758757328235677 419.0891130123342
20 -179.9524846612431 179.8130232000304
21 36.24197250869383 801.5827712506186
22 0.3999999999999915 100
23 0.09999999999999432 3
