x
-1 1
1 35.32116840782114 758.7364777914802
2 27.8893076794987 572.3490753424846
3 -179.8514361030911 179.9248537264122
4 -7.999894855291558 7.999333375316384
5 -7.999714117177721 7.99999930757482
6 -5.000000000000007 5.000000000000028
7 26.07803258802628 773.8140977993628
8 27.30385423868509 574.9623588578555
9 -179.8289462957254 179.864852545062
10 -7.998508561495168 7.999933609081029
11 -7.999560242181189 7.999127371260989
12 -77.74557196263605 5
13 -733.5094699508702 774.3149306180168
14 -556.9305043909968 791.9800934244288
15 -180 180
16 -15.48169876712736 15.70445933103964
17 -15.97716704989802 14.88183294161222
18 -77.74557196263605 9.742187500000007
19 0.9169882192933037 424.4539696955549
20 -179.2339376794288 179.9651429641442
21 36.18720481173225 801.1805643638405
22 0.7999999999999545 100
23 0.09999999999999432 3
