x
-1 1
1 34.98042322463653 765.7618405378056
2 18.93365547129556 566.9252262050571
3 -179.9373046328161 179.8370818505294
4 -7.999980226432609 7.999884964463942
5 -7.99999669024147 7.999995310523553
6 -5.000000000000028 5.000000000000014
7 25.08335780122611 774.3736091185987
8 25.04083879602109 574.9437831871882
9 -179.8543976258176 179.7537682478501
10 -7.999981032850909 7.999926124204735
11 -7.999705131510985 7.999980219407188
12 -5 5.000000000000014
13 -782.8947486427926 729.3151017833466
14 -677.4652324955645 682.8315527948765
15 -180 180
16 -15.84794490087826 15.83634143697002
17 -15.52734181788841 15.65204470004608
18 -9.999999999999986 9.812499999999986
19 1.992422579694513 427.9773525022513
20 -179.8960045062682 179.8185925516337
21 36.24719890832964 783.8540845610569
22 0.3999999999999915 100
23 0.09999999999999432 3
